101214	22.6606	SET `autocommit` = ?
50796	36.3531	UPDATE `users` SET `cookie_cnt` = ? , `disliked_ingredients` = ? , `email` = ? , `is_cookeeps_onboarded` = ? , `is_first_ingredient_reward` = ? , `is_first_recipe_reward` = ? , `is_profile_auto_update` = ? , `last_access_at` = ? , `marketing_consent` = ? , `marketing_push` = ? , `nickname` = ? , PAS
50788	24.6356	SELECT `u1_0` . `user_id` , `u1_0` . `cookie_cnt` , `u1_0` . `created_at` , `u1_0` . `disliked_ingredients` , `u1_0` . `email` , `u1_0` . `is_cookeeps_onboarded` , `u1_0` . `is_first_ingredient_reward` , `u1_0` . `is_first_recipe_reward` , `u1_0` . `is_profile_auto_update` , `u1_0` . `last_access_at
49228	1193.6069	COMMIT
1	0.0232	TRUNCATE TABLE `performance_schema` . `events_statements_summary_by_digest`
1	0.0060	FLUSH STATUS
1	0.0002	SELECT @@`version_comment` LIMIT ?
